msg;TODO;Label_CMACGMApplicationIsNotAvailable;CMA CGM Application is not available now. Please try later or consult our website www.cma-cgm.com;L'application CMA CGM n'est pas disponible actuellement. Merci d'essayer ultérieurement ou consultez notre site web cma-cgm.com;CMA CGM 应用程序无法使用。请稍后再试或者查询我们网站www.cma-cgm.com;O aplicativo da CMA CGM não está disponível agora. Por favor tente mais tarde ou consulte o nosso website www.cma-cgm.com;La aplicación de CMA CGM no está disponible en este momento. Gracias por intentarlo más tarde o consultar nuestra página web www.cma-cgm.com
msg;TODO;Label_NoResultsPleaseTryANewSearch;No results. Please try a new search.;Pas de résultats. Merci d'essayer une nouvelle recherche.;没有结果。请尝试一个新的搜索。;Sem resultados. Por favor, tente uma nova pesquisa.;No se han encontrado resultados. Gracias por intentar una nueva búsqueda.
msg;ER_TEXT_15;Label_NoNetworkDetected;No network detected. Please verify your network connection.;Pas de réseau détecté. Merci de vérifier votre connexion réseau.;寻找不到网络。请检查您的网络连接。;Sem rede detectada. Por favor, verifique sua conexão de rede.;No se ha detectado ninguna conexión. Gracias por verificar si dispone de alguna conexión.
msg;headerText_containerresults_fast;Label_TrackingSearch;Tracking Search;Tracking recherche;追踪搜寻;Pesquisa de Rastreamento;Búsqueda en el Tracking
msg;headerText_containerresult;Label_TrackingResult;Tracking Result;Résultat Tracking;追踪结果;Resultado do Rastreamento;Resultados del Tracking
container-status;ETA_DISCHARGE;Status_DischargeStatus;Discharge;Déchargement;卸货;Descarga;Descarga
container-status;ETA_FINAL_DISCHARGE;Status_ArrivalFinalPortOfDischarge;Arrival final port of discharge;Arrivée au port de déchargement;到达最终卸货港;Chegada Porto Final de Descarga;Llegada al POD final
container-status;ETA_LOAD;Label_Departure;Departure;Départ;离港时间;Saída;Salida
container-status;FCR;Status_OffhireFull;Off hire Full;Sortie de flotte plein;停租用整集装箱;On Hire Cheio;Restituido lleno
container-status;FDF;Status_DIInFull;DI in full;DI in full;全集装箱已交付收货人;DI in full;Intercambio directo lleno
container-status;FRO;Status_ReturnAfterSLOutFull;Return after SL out full;Retour en flotte;整柜集装箱转租后还柜;Retorno após saída do Sublease cheio;Devuelto vacío después del sublease
container-status;FSO;Status_SubleaseOutFull;Sublease out full;Sortie de flotte;转租整柜集装箱;Saida do Subleasing Cheio;Entregado para sublease
container-status;IDF;Status_DischargedStatus;Discharged;Déchargé;已卸货;Descarregado;Descargado
container-status;IFC;Status_ContainerToConsignee;Container to consignee;Le conteneur au destinataire;集装箱已交付收货人;Container para o consignatário;Contenedor entregándose al consignee
container-status;IFP;Status_ImportFullQuayUnstuffing;Import Full Quay Unstuffing;Plein à quai pour dépotage;进口集装箱整柜码头拆箱;Cheio de Importação Desovado no Cais;Vaciado en muelle
container-status;IIT;Status_ReceivedForExportTransfer;Received for export transfer;Réceptionné pour transfert à l'Export;已收到作出口转移;Recebido para Tranferência de Exportação;Recibido para transfer Export
container-status;IRI;Status_ReceivedForImportTransfer;Received for import transfer;Réceptionné pour transfert à l'Import;已收到作进口转移;Recebido para Tranferência de Importação;Recibido para transfer Import
container-status;MCR;Status_OffhireEmpty;Off hire empty;Sortie de flotte vide;停租用空集装箱;On Hire Vazio;Restituido vacío
container-status;MEA;Status_EmptyInDepot;Empty in depot;Vide au dépôt;空集装箱在堆场;Vazio no Depot.;Vacío en depot
container-status;MED;Status_EmptyInDepot;Empty in depot;Vide au dépôt;空集装箱在堆场;Vazio no Depot.;Vacío en depot
container-status;MEI;Status_EmptyInDepot;Empty in depot;Vide au dépôt;空集装箱在堆场;Vazio no Depot.;Vacío en depot
container-status;MES;Status_EmptyForQuayStuffing;Empty for quay stuffing;Vide pour chargement à quai;空集装箱码头装箱;Estufagem de Vazios no Cais;Llenado en muelle
container-status;MOH;Status_OnHiredEmpty;On Hired empty;Entrée dans la flotte vide;在租空集装箱;On Hire Vazio;On Hire vacío
container-status;MOS;Status_EmptyDeliveredToShipper;Empty to shipper;Livré vide au Chargeur;空集装箱已交付托运人;Vazio entregue para o Shipper;Vacío entregado al embarcador
container-status;MSF;Status_InShipperSOwnedFull;In shipper's owned full;Conteneur client plein;托运人自有整集装箱进堆场;Entrada Container Próprio Cheio;SOC lleno
container-status;MSO;Status_InShipperSOwnedEmpty;In shipper's owned empty;Conteneur client vide;托运人自有空集装箱进堆场;Entrada Container Próprio Vazio;SOC vacío
container-status;PSE;Status_ContainerOnRailForExport;Container on rail for export;Le container est sur rail pour l'Export;集装箱出口上轨;Container está no ferrovia para Exportaҫão;Contenedor en el tren para Export
container-status;PSI;Status_ContainerOnRailForImport;Container on rail for import;Le container est sur rail pour l'Import;集装箱进口上轨;Container está no ferrovia para Importação;Contenedor en el tren para Import
container-status;RSF;Status_OutShippersOwnedFull;Out shipper's owned full;SOC plein;托运人自有整柜出集装箱出堆场;Saída Container Próprio Cheio;SOC entregado lleno
container-status;RSM;Status_OutShippersOwnedEmpty;Out shipper's owned empty;SOC vide;托运人自有空柜出集装箱出堆场;Saída Container Próprio Cheio;SOC entregado vacío
container-status;TAF;Status_ContainerInTransitForImport;Container in transit for import;Le container est en transit pour l'Import;集装箱中转进口;Container está em transito para Importaҫão;Contenedor en tránsito para Import
container-status;TDF;Status_DischargedInTranshipment;Discharged in transhipment;Déchargé, en transbordement;转运港卸货;Descarregado no Transbordo;Descargado en transbordo
container-status;TOF;Status_LoadedOnBoard;Loaded on board;Chargé à bord;装船;Carregado a bordo;Cargado
container-status;TPF;Status_ContainerInTransitForExport;Container in transit for export;Le container est en transit pour l'Export;集装箱中转出口;Container está em transito para Exportaҫão;Contenedor en tránsito para Export
container-status;XOF;Status_LoadedOnBoard;Loaded on board;Chargé à bord;装船;Carregado a bordo;Cargado
container-status;XRX;Status_ReadyToBeLoaded;Ready to be loaded;Prêt pour chargement;准备载货;Pronto para ser Emabacado;Listo para ser cargado
container-status;FAS;Status_FullAtShipperSpremises;Full at shipper’s premises;Plein chez le chargeur;集装箱整柜在托运人处;Cheio nas instalaҫões do Shipper;Lleno en almacén del embarcador
container-status;MAS;Status_EmptyAtShippersYard;Empty at shipper’s premises;Vide chez le chargeur;空集装箱在托运人处;Vazio no patio do shipper;Vacío en casa del embarcador
container-status;FAC;Status_FullAtCEEsPremises;Full at consignee's premises;Plein chez le réceptionnaire;集装箱整柜在收货人处;Cheio nas instalaҫões do CEE;Lleno en almacén del consignee
container-status;MAC;Status_EmptyAtConsigneesYard;Empty at consignee’s premises;Vide chez le receptionnaire;空集装箱在收货人处;Vazio no Pátio do destinatário;Vacío en casa del consignee
container-status;MEF;Status_EmptyInDepot;Empty in depot;Vide au dépôt;空集装箱在堆场;Vazio no Depot.;Vacío en depot
container-status;MEM;Status_EmptyInDepot;Empty in depot;Vide au dépôt;空集装箱在堆场;Vazio no Depot.;Vacío en depot
container-status;MEG;Status_EmptyInDepot;Empty in depot;Vide au dépôt;空集装箱在堆场;Vazio no Depot.;Vacío en depot
msg;ER_TEXT_1;MsgWrn_NotFoundOrAlreadyUnstuffed;not found or already unstuffed or returned to the depot;non trouvé, déjà vidé ou retourné au dépôt;未找到或已经卸货或返回到堆场;Não encontrado ou já desovado ou devolvido ao Terminal de vazios;Contenedor no encontrado.
container-tracking;Not required;Label_TrackingDetail;Tracking Detail;Détails Tracking;追踪详细信息;Detalhes do Rastreamento;Detalles del tracking
container-tracking;pastMoves;Label_PastMove;Past move;Mouvement effectué;过去的移动;Movimentação passada;Movimiento realizado
container-tracking;provisionalMoves;Label_ProvisionalMove;Provisional move;Mouvements prévisionnels;临时线路;Movimentaҫão Provisoria;Movimiento provisional
msg;ER_TEXT_PR;Label_TimesReflectedAreLocalTimesProvisionalMoves;Times reflected are local times. Provisional moves are given for information purpose only, without warranty of any kind either expressed or implied, and are subject to change at any time without further notice.;Les heures affichées sont les heures locales. Les mouvements prévisionnels sont donnés à titre indicatif exclusivement, sans garantie, et peuvent subir des changements, à tout moment, sans préavis.;所有时间均为当地时间。 暂定的箱柜移动仅供信息参考， 无任何形式包括明示或暗示的担保，如有更改，恕不另行通知;A hora reflete o horário local. Os movimentos provisórios são dadas apenas para informação, sem qualquer tipo de garantia, expressa ou implícita, e estão sujeitas a alterações a qualquer momento sem aviso prévio.;Las horas proporcionadas son horas locales. Los movimientos provisionales se muestran con un propósito meramente informativo, y pueden estar sujetos a cambios en cualquier momento.
container-tracking;customerNumber_label;Label_CustomsNumber;Custom number;Numéro Douanes;海关参考编号;Custom number;Número personalizado
help;labelCountryHeader,help_country;Label_Country;Country;Pays;国家;País;País
help;helpPageDescription;Label_YouCanontactOurCustomerSupportTeam;You can contact our customer support team for personalized support - tailor made solutions to your requests.;Pour trouver la solution sur-mesure à vos demandes, vous pouvez contacter notre service client.;您可以联系我们的联系客服团队得到个人化支持 - 量身定制的解决方案，满足您的要求。;Você pode contatar a nossa equipe de suporte ao cliente para obter ajuda personalizada - soluções sob medida para seus pedidos.;Puede contactar nuestro equipo de Soporte para una ayuda personalizada. Soluciones a medida para sus demandas.
help;headerTextHelp;Label_Help;Help;Aide;支援;Ajuda;Ayuda
help;helpPageInputName;Label_Name;Name;Nom;名字;Nome;Nombre
help;staticSubtopicTxt;Label_Sub-topic;Sub-Topic;Sous-catégorie;次主题;Sub-Tópico;Apartado
help;helpPageInputEmail;Label_Email;Email;eMail;邮件;Email;Email
help;staticTopicTxt;Label_Topic;Topic;Catégorie;主题;Tópico;Tema
help;helpPageInputReference;Label_Reference;Reference;Référence;参考号;Referência;Referencia
help;helpPageInputMessage;Label_Message;Message;Message;信息;Mensagem;Mensaje
help;helpPageInputSubject;Label_SubjectColumnTitle;Subject;Objet;主题;assunto;Asunto
msg;ER_TEXT_13;MsgErr_SomeMandatoryFieldsAreMissing;Some mandatory fields are missing;Des champs obligatoires sont manquants;有一些必填项缺失;Há informações obrigatórias faltando;Hay campos obligatorios pendientes de rellenar.
msg;ER_TEXT_12;MsgErr_ProblemWithTheContactSystem;Problem with the Contact system. Please try again;Problème avec le système Contact. Merci d'essayer à nouveau.;联络系统出现问题。请再试一次;Problema com o sistema de contato. Por favor, tente novamente mais tarde.;Se han encontrado problemas con el sistema de contacto. Gracias por intentarlo de nuevo más tarde.
settings;labelSettingsLegelTerm;Label_LegalTermsText;By accessing this CMA CGM Mobile Device Application (“Application”) on your mobile device, you accept, without limitation, the following legal conditions.<BR>CMA CGM may, at any time and without prior notice, modify these legal terms.<BR>By accessing this Application, you accept these modifications. You are therefore advised to check the legal terms regularly to be aware of the latest modifications.<BR>• CMA CGM may, at any time and without prior notice, change or update the Information contained in this Application as well as its services detailed therein. You should check this Application regularly, or contact our local office.<BR>• Unless otherwise specified, or in the case of press releases, all information, articles and pictures are protected by copyright and cannot be used without prior written agreement from CMA CGM.<BR>• In no case or no event, shall CMA CGM or any third party connected with CMA CGM, be liable for any direct or indirect damage, connected with or derived from accessing this Application and/or using the information contained therein.<BR>• By offering this service, CMA CGM intends to update it regularly. However no representation is made or warranty given (either express or implied) as to the completeness or accuracy of the information it contains.<BR>• By giving information through this Application, you agree that this information can be given to an interested party solely for sales purposes, and that CMA CGM will not be liable for any direct or indirect loss arising from wrong or unjustified transferal of information to a third party, nor for the unauthorized access of any third party to this information. Equally, CMA CGM will not be liable for any inaccurate or confidential information provided in the framework of this service.<BR>• Any data, comment and/or suggestion that each User contributes to this Application will become the property of CMA CGM and may be used, without restriction, within the scope of the CMA CGM Group's activities. These comments and/or suggestions will not be treated as confidential.<BR>• CMA CGM measures use of this Application. We record your IP address, your device manufacturer and model, and your device operating system version. This data doesn’t allow identifying personals. Only forms you decide to fill are transmitted to CMA CGM.<BR>• In no case or no event, shall CMA CGM, its subsidiaries, affiliates, partners, agents, representatives, and any person involved in the elaboration of this Application, be liable for any decision made or action taken after consulting this Application, or for any direct or indirect loss, including but not limited to sales, loss of profit or information, incurred from accessing this Application and/or acting on the information contained therein.<BR>• CMA CGM will not be liable for any damage resulting from a virus on your mobile devise. Nor will it be liable for any damage resulting from unauthorized access by any third party to any information, data or access code contained in this Application.<BR>• Password protected areas of this Application are available exclusively to authorized people. Any unauthorized person accessing these areas will be prosecuted.<BR>• This Application is protected by French law. Any dispute arising in relation to its use will take place under French jurisdiction.<BR>• CMA CGM complies with the Office of Foreign Assets Control (OFAC) of the US Department of the Treasury program’s regarding economic and trade exchange involving an American entity. All details are available on the OFAC’s web site: http://www.treas.gov/offices/enforcement/ofac/.For any details, please contact CMA CGM Group’s Data Protection Officer: ho.dpo@cma-cgm.com.<BR>• This Application and its use are protected by French law, particularly articles 38, 39 and 40 of the Law 78-17 of the 6th January 1978 concerning data protection and privacy.<BR>Any dispute arising out of or related to the use of this Application shall be subject to the exclusive jurisdiction of French courts.<BR>CMA CGM Marseille Head Office, 4, quai d'Arenc 13235 Marseille cedex 02 France, Registration Number 562 024 422 Marseille;By accessing this CMA CGM Mobile Device Application (“Application”) on your mobile device, you accept, without limitation, the following legal conditions.<BR>CMA CGM may, at any time and without prior notice, modify these legal terms.<BR>By accessing this Application, you accept these modifications. You are therefore advised to check the legal terms regularly to be aware of the latest modifications.<BR>• CMA CGM may, at any time and without prior notice, change or update the Information contained in this Application as well as its services detailed therein. You should check this Application regularly, or contact our local office.<BR>• Unless otherwise specified, or in the case of press releases, all information, articles and pictures are protected by copyright and cannot be used without prior written agreement from CMA CGM.<BR>• In no case or no event, shall CMA CGM or any third party connected with CMA CGM, be liable for any direct or indirect damage, connected with or derived from accessing this Application and/or using the information contained therein.<BR>• By offering this service, CMA CGM intends to update it regularly. However no representation is made or warranty given (either express or implied) as to the completeness or accuracy of the information it contains.<BR>• By giving information through this Application, you agree that this information can be given to an interested party solely for sales purposes, and that CMA CGM will not be liable for any direct or indirect loss arising from wrong or unjustified transferal of information to a third party, nor for the unauthorized access of any third party to this information. Equally, CMA CGM will not be liable for any inaccurate or confidential information provided in the framework of this service.<BR>• Any data, comment and/or suggestion that each User contributes to this Application will become the property of CMA CGM and may be used, without restriction, within the scope of the CMA CGM Group's activities. These comments and/or suggestions will not be treated as confidential.<BR>• CMA CGM measures use of this Application. We record your IP address, your device manufacturer and model, and your device operating system version. This data doesn’t allow identifying personals. Only forms you decide to fill are transmitted to CMA CGM.<BR>• In no case or no event, shall CMA CGM, its subsidiaries, affiliates, partners, agents, representatives, and any person involved in the elaboration of this Application, be liable for any decision made or action taken after consulting this Application, or for any direct or indirect loss, including but not limited to sales, loss of profit or information, incurred from accessing this Application and/or acting on the information contained therein.<BR>• CMA CGM will not be liable for any damage resulting from a virus on your mobile devise. Nor will it be liable for any damage resulting from unauthorized access by any third party to any information, data or access code contained in this Application.<BR>• Password protected areas of this Application are available exclusively to authorized people. Any unauthorized person accessing these areas will be prosecuted.<BR>• This Application is protected by French law. Any dispute arising in relation to its use will take place under French jurisdiction.<BR>• CMA CGM complies with the Office of Foreign Assets Control (OFAC) of the US Department of the Treasury program’s regarding economic and trade exchange involving an American entity. All details are available on the OFAC’s web site: http://www.treas.gov/offices/enforcement/ofac/.For any details, please contact CMA CGM Group’s Data Protection Officer: ho.dpo@cma-cgm.com.<BR>• This Application and its use are protected by French law, particularly articles 38, 39 and 40 of the Law 78-17 of the 6th January 1978 concerning data protection and privacy.<BR>Any dispute arising out of or related to the use of this Application shall be subject to the exclusive jurisdiction of French courts.<BR>CMA CGM Marseille Head Office, 4, quai d'Arenc 13235 Marseille cedex 02 France, Registration Number 562 024 422 Marseille;By accessing this CMA CGM Mobile Device Application (“Application”) on your mobile device, you accept, without limitation, the following legal conditions.<BR>CMA CGM may, at any time and without prior notice, modify these legal terms.<BR>By accessing this Application, you accept these modifications. You are therefore advised to check the legal terms regularly to be aware of the latest modifications.<BR>• CMA CGM may, at any time and without prior notice, change or update the Information contained in this Application as well as its services detailed therein. You should check this Application regularly, or contact our local office.<BR>• Unless otherwise specified, or in the case of press releases, all information, articles and pictures are protected by copyright and cannot be used without prior written agreement from CMA CGM.<BR>• In no case or no event, shall CMA CGM or any third party connected with CMA CGM, be liable for any direct or indirect damage, connected with or derived from accessing this Application and/or using the information contained therein.<BR>• By offering this service, CMA CGM intends to update it regularly. However no representation is made or warranty given (either express or implied) as to the completeness or accuracy of the information it contains.<BR>• By giving information through this Application, you agree that this information can be given to an interested party solely for sales purposes, and that CMA CGM will not be liable for any direct or indirect loss arising from wrong or unjustified transferal of information to a third party, nor for the unauthorized access of any third party to this information. Equally, CMA CGM will not be liable for any inaccurate or confidential information provided in the framework of this service.<BR>• Any data, comment and/or suggestion that each User contributes to this Application will become the property of CMA CGM and may be used, without restriction, within the scope of the CMA CGM Group's activities. These comments and/or suggestions will not be treated as confidential.<BR>• CMA CGM measures use of this Application. We record your IP address, your device manufacturer and model, and your device operating system version. This data doesn’t allow identifying personals. Only forms you decide to fill are transmitted to CMA CGM.<BR>• In no case or no event, shall CMA CGM, its subsidiaries, affiliates, partners, agents, representatives, and any person involved in the elaboration of this Application, be liable for any decision made or action taken after consulting this Application, or for any direct or indirect loss, including but not limited to sales, loss of profit or information, incurred from accessing this Application and/or acting on the information contained therein.<BR>• CMA CGM will not be liable for any damage resulting from a virus on your mobile devise. Nor will it be liable for any damage resulting from unauthorized access by any third party to any information, data or access code contained in this Application.<BR>• Password protected areas of this Application are available exclusively to authorized people. Any unauthorized person accessing these areas will be prosecuted.<BR>• This Application is protected by French law. Any dispute arising in relation to its use will take place under French jurisdiction.<BR>• CMA CGM complies with the Office of Foreign Assets Control (OFAC) of the US Department of the Treasury program’s regarding economic and trade exchange involving an American entity. All details are available on the OFAC’s web site: http://www.treas.gov/offices/enforcement/ofac/.For any details, please contact CMA CGM Group’s Data Protection Officer: ho.dpo@cma-cgm.com.<BR>• This Application and its use are protected by French law, particularly articles 38, 39 and 40 of the Law 78-17 of the 6th January 1978 concerning data protection and privacy.<BR>Any dispute arising out of or related to the use of this Application shall be subject to the exclusive jurisdiction of French courts.<BR>CMA CGM Marseille Head Office, 4, quai d'Arenc 13235 Marseille cedex 02 France, Registration Number 562 024 422 Marseille;By accessing this CMA CGM Mobile Device Application (“Application”) on your mobile device, you accept, without limitation, the following legal conditions.<BR>CMA CGM may, at any time and without prior notice, modify these legal terms.<BR>By accessing this Application, you accept these modifications. You are therefore advised to check the legal terms regularly to be aware of the latest modifications.<BR>• CMA CGM may, at any time and without prior notice, change or update the Information contained in this Application as well as its services detailed therein. You should check this Application regularly, or contact our local office.<BR>• Unless otherwise specified, or in the case of press releases, all information, articles and pictures are protected by copyright and cannot be used without prior written agreement from CMA CGM.<BR>• In no case or no event, shall CMA CGM or any third party connected with CMA CGM, be liable for any direct or indirect damage, connected with or derived from accessing this Application and/or using the information contained therein.<BR>• By offering this service, CMA CGM intends to update it regularly. However no representation is made or warranty given (either express or implied) as to the completeness or accuracy of the information it contains.<BR>• By giving information through this Application, you agree that this information can be given to an interested party solely for sales purposes, and that CMA CGM will not be liable for any direct or indirect loss arising from wrong or unjustified transferal of information to a third party, nor for the unauthorized access of any third party to this information. Equally, CMA CGM will not be liable for any inaccurate or confidential information provided in the framework of this service.<BR>• Any data, comment and/or suggestion that each User contributes to this Application will become the property of CMA CGM and may be used, without restriction, within the scope of the CMA CGM Group's activities. These comments and/or suggestions will not be treated as confidential.<BR>• CMA CGM measures use of this Application. We record your IP address, your device manufacturer and model, and your device operating system version. This data doesn’t allow identifying personals. Only forms you decide to fill are transmitted to CMA CGM.<BR>• In no case or no event, shall CMA CGM, its subsidiaries, affiliates, partners, agents, representatives, and any person involved in the elaboration of this Application, be liable for any decision made or action taken after consulting this Application, or for any direct or indirect loss, including but not limited to sales, loss of profit or information, incurred from accessing this Application and/or acting on the information contained therein.<BR>• CMA CGM will not be liable for any damage resulting from a virus on your mobile devise. Nor will it be liable for any damage resulting from unauthorized access by any third party to any information, data or access code contained in this Application.<BR>• Password protected areas of this Application are available exclusively to authorized people. Any unauthorized person accessing these areas will be prosecuted.<BR>• This Application is protected by French law. Any dispute arising in relation to its use will take place under French jurisdiction.<BR>• CMA CGM complies with the Office of Foreign Assets Control (OFAC) of the US Department of the Treasury program’s regarding economic and trade exchange involving an American entity. All details are available on the OFAC’s web site: http://www.treas.gov/offices/enforcement/ofac/.For any details, please contact CMA CGM Group’s Data Protection Officer: ho.dpo@cma-cgm.com.<BR>• This Application and its use are protected by French law, particularly articles 38, 39 and 40 of the Law 78-17 of the 6th January 1978 concerning data protection and privacy.<BR>Any dispute arising out of or related to the use of this Application shall be subject to the exclusive jurisdiction of French courts.<BR>CMA CGM Marseille Head Office, 4, quai d'Arenc 13235 Marseille cedex 02 France, Registration Number 562 024 422 Marseille;By accessing this CMA CGM Mobile Device Application (“Application”) on your mobile device, you accept, without limitation, the following legal conditions.<BR>CMA CGM may, at any time and without prior notice, modify these legal terms.<BR>By accessing this Application, you accept these modifications. You are therefore advised to check the legal terms regularly to be aware of the latest modifications.<BR>• CMA CGM may, at any time and without prior notice, change or update the Information contained in this Application as well as its services detailed therein. You should check this Application regularly, or contact our local office.<BR>• Unless otherwise specified, or in the case of press releases, all information, articles and pictures are protected by copyright and cannot be used without prior written agreement from CMA CGM.<BR>• In no case or no event, shall CMA CGM or any third party connected with CMA CGM, be liable for any direct or indirect damage, connected with or derived from accessing this Application and/or using the information contained therein.<BR>• By offering this service, CMA CGM intends to update it regularly. However no representation is made or warranty given (either express or implied) as to the completeness or accuracy of the information it contains.<BR>• By giving information through this Application, you agree that this information can be given to an interested party solely for sales purposes, and that CMA CGM will not be liable for any direct or indirect loss arising from wrong or unjustified transferal of information to a third party, nor for the unauthorized access of any third party to this information. Equally, CMA CGM will not be liable for any inaccurate or confidential information provided in the framework of this service.<BR>• Any data, comment and/or suggestion that each User contributes to this Application will become the property of CMA CGM and may be used, without restriction, within the scope of the CMA CGM Group's activities. These comments and/or suggestions will not be treated as confidential.<BR>• CMA CGM measures use of this Application. We record your IP address, your device manufacturer and model, and your device operating system version. This data doesn’t allow identifying personals. Only forms you decide to fill are transmitted to CMA CGM.<BR>• In no case or no event, shall CMA CGM, its subsidiaries, affiliates, partners, agents, representatives, and any person involved in the elaboration of this Application, be liable for any decision made or action taken after consulting this Application, or for any direct or indirect loss, including but not limited to sales, loss of profit or information, incurred from accessing this Application and/or acting on the information contained therein.<BR>• CMA CGM will not be liable for any damage resulting from a virus on your mobile devise. Nor will it be liable for any damage resulting from unauthorized access by any third party to any information, data or access code contained in this Application.<BR>• Password protected areas of this Application are available exclusively to authorized people. Any unauthorized person accessing these areas will be prosecuted.<BR>• This Application is protected by French law. Any dispute arising in relation to its use will take place under French jurisdiction.<BR>• CMA CGM complies with the Office of Foreign Assets Control (OFAC) of the US Department of the Treasury program’s regarding economic and trade exchange involving an American entity. All details are available on the OFAC’s web site: http://www.treas.gov/offices/enforcement/ofac/.For any details, please contact CMA CGM Group’s Data Protection Officer: ho.dpo@cma-cgm.com.<BR>• This Application and its use are protected by French law, particularly articles 38, 39 and 40 of the Law 78-17 of the 6th January 1978 concerning data protection and privacy.<BR>Any dispute arising out of or related to the use of this Application shall be subject to the exclusive jurisdiction of French courts.<BR>CMA CGM Marseille Head Office, 4, quai d'Arenc 13235 Marseille cedex 02 France, Registration Number 562 024 422 Marseille
settings;labelSettingsCMAadd1;Label_CMACGMMarseilleHeadOffice;CMA CGM Marseille Head Office;CMA CGM Marseille Siège Social;CMA CGM Marseille Head Office;CMA CGM Marseille Matriz;CMA CGM Marseille Head Office
settings;labelSettingsCMAadd2;Label_CMACGMHOAddress1;4, quai d'Arenc;4, quai d'Arenc;4, quai d'Arenc;4, quai d'Arenc;4, quai d'Arenc
